Layer,EntityType,GeometryType,VertexIndex,VertexCount,X,Y,Z,CoordinateSystem,IsClosed,Length_m,Area_sqm,Radius,Bulge,Rotation,Color,Notes,SourceFile,SourceFolder
M1200,LWPOLYLINE,Polygon,1,7,237274.219,718671.093,53.83,IG05/12,Yes,96.17,410.95,,0,,BYLAYER,,11922-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,7,237239.479,718659.019,53.83,IG05/12,Yes,96.17,410.95,,0,,BYLAYER,,11922-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,7,237238.359,718661.062,53.83,IG05/12,Yes,96.17,410.95,,-0.026928,,BYLAYER,,11922-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,7,237234.637,718669.845,53.83,IG05/12,Yes,96.17,410.95,,0,,BYLAYER,,11922-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,7,237240.516,718671.51,53.83,IG05/12,Yes,96.17,410.95,,0,,BYLAYER,,11922-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,7,237251.43,718675.017,53.83,IG05/12,Yes,96.17,410.95,,0,,BYLAYER,,11922-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,10,234233.6,718881.77,0,IG05/12,Yes,915.296,11975.58,,0,,BYLAYER,,12010-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,10,234165.1,718907.39,0,IG05/12,Yes,915.296,11975.58,,0,,BYLAYER,,12010-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,10,234153.18,718875.5,0,IG05/12,Yes,915.296,11975.58,,0,,BYLAYER,,12010-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,10,234212.54,718852.06,0,IG05/12,Yes,915.296,11975.58,,0,,BYLAYER,,12010-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,10,234216.6,718842.06,0,IG05/12,Yes,915.296,11975.58,,0,,BYLAYER,,12010-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,10,234204.28,718804.53,0,IG05/12,Yes,915.296,11975.58,,0,,BYLAYER,,12010-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,10,234225.87,718746.92,0,IG05/12,Yes,915.296,11975.58,,0,,BYLAYER,,12010-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,10,234308.932,718525.31,0,IG05/12,Yes,915.296,11975.58,,0.003743,,BYLAYER,,12010-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,10,234335.451,718541.712,0,IG05/12,Yes,915.296,11975.58,,0,,BYLAYER,,12010-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,9,10,234218.85,718850.16,0,IG05/12,Yes,915.296,11975.58,,0,,BYLAYER,,12010-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,9,188183.16,681163.45,0,IG05/12,Yes,479.253,12715.65,,0,,BYLAYER,,12099-RZ-new,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,9,188178.16,681163.54,0,IG05/12,Yes,479.253,12715.65,,0,,BYLAYER,,12099-RZ-new,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,9,188105.05,681161.28,0,IG05/12,Yes,479.253,12715.65,,0,,BYLAYER,,12099-RZ-new,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,9,188098.17,681031,0,IG05/12,Yes,479.253,12715.65,,0,,BYLAYER,,12099-RZ-new,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,9,188098.92,681030.91,0,IG05/12,Yes,479.253,12715.65,,0,,BYLAYER,,12099-RZ-new,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,9,188140.43,681021.28,0,IG05/12,Yes,479.253,12715.65,,0,,BYLAYER,,12099-RZ-new,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,9,188159.42,681014.7,0,IG05/12,Yes,479.253,12715.65,,0,,BYLAYER,,12099-RZ-new,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,9,188195.97,680997.26,0,IG05/12,Yes,479.253,12715.65,,0,,BYLAYER,,12099-RZ-new,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,9,188189.08,681086.68,0,IG05/12,Yes,479.253,12715.65,,0,,BYLAYER,,12099-RZ-new,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,8,229932.482,717944.451,0,IG05/12,Yes,88.114,508.16,,0.007748,,BYLAYER,,12113-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,8,229925.388,717944.4,0,IG05/12,Yes,88.114,508.16,,0.007916,,BYLAYER,,12113-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,8,229918.144,717944.121,0,IG05/12,Yes,88.114,508.16,,0,,BYLAYER,,12113-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,8,229918.138,717920.266,0,IG05/12,Yes,88.114,508.16,,0,,BYLAYER,,12113-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,8,229940.338,717920.261,0,IG05/12,Yes,88.114,508.16,,0,,BYLAYER,,12113-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,8,229940.338,717920.261,0,IG05/12,Yes,88.114,508.16,,0,,BYLAYER,,12113-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,8,229940.425,717937.266,0,IG05/12,Yes,88.114,508.16,,0.377355,,BYLAYER,,12113-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,8,229932.482,717944.451,0,IG05/12,Yes,88.114,508.16,,0,,BYLAYER,,12113-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,12,227501.33,724545.91,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,12,227452.242,724554.104,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,12,227450.296,724542.715,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,12,227450.141,724541.81,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,12,227448.116,724529.965,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,12,227448.022,724529.414,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,12,227445.934,724517.201,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,12,227458.614,724515.055,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,12,227471.245,724512.924,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,9,12,227494.97,724508.93,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,10,12,227497.09,724521.26,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,11,12,227499.21,724533.58,0,IG05/12,Yes,174.455,1864.78,,0,,BYLAYER,,12114-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,8,211015.119,777067.849,0,IG05/12,Yes,108.337,766.29,,0,,BYLAYER,,121315-43 RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,8,210995.161,777077.549,0,IG05/12,Yes,108.337,766.29,,0,,BYLAYER,,121315-43 RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,8,210984.553,777066.92,0,IG05/12,Yes,108.337,766.29,,0,,BYLAYER,,121315-43 RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,8,210995.837,777046.326,0,IG05/12,Yes,108.337,766.29,,0.011654,,BYLAYER,,121315-43 RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,8,210998.055,777042.494,0,IG05/12,Yes,108.337,766.29,,0,,BYLAYER,,121315-43 RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,8,211000.515,777038.461,0,IG05/12,Yes,108.337,766.29,,0,,BYLAYER,,121315-43 RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,8,211012.241,777047.704,0,IG05/12,Yes,108.337,766.29,,0,,BYLAYER,,121315-43 RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,8,211018.774,777053.422,0,IG05/12,Yes,108.337,766.29,,0,,BYLAYER,,121315-43 RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,5,224764.07,714473.512,0,IG05/12,Yes,431.676,6471.45,,0,,BYLAYER,,12152-304-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,5,224770.51,714523.3,0,IG05/12,Yes,431.676,6471.45,,0,,BYLAYER,,12152-304-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,5,224735.14,714530.64,0,IG05/12,Yes,431.676,6471.45,,0,,BYLAYER,,12152-304-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,5,224712.113,714352.439,0,IG05/12,Yes,431.676,6471.45,,0,,BYLAYER,,12152-304-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,5,224747.451,714345.023,0,IG05/12,Yes,431.676,6471.45,,0,,BYLAYER,,12152-304-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,22,224230.232,715095.172,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,22,224228.064,715096.828,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,22,224226.949,715095.274,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,22,224191.334,715121.864,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,22,224192.701,715123.637,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,22,224186.69,715128.509,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,22,224186.588,715128.381,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,22,224177.906,715135.266,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,22,224178.081,715135.485,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,9,22,224126.847,715177.004,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,10,22,224091.781,715205.42,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,11,22,224071.515,715173.625,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,12,22,224103.448,715147.99,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,13,22,224136.186,715121.71,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,14,22,224136.975,715122.612,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,15,22,224137.898,715123.666,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,16,22,224169.559,715097.868,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,17,22,224168.704,715096.858,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,18,22,224244.46,715035.37,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,19,22,224266.829,715063.49,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,20,22,224241.633,715083.939,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,21,22,224245.213,715088.374,0,IG05/12,Yes,535.168,8082.68,,0,,BYLAYER,,12174-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,8,228231.315,726482.715,0,IG05/12,Yes,667.128,9259.18,,0,,BYLAYER,,12201-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,8,228200.455,726632.314,0,IG05/12,Yes,667.128,9259.18,,0,,BYLAYER,,12201-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,8,228172.485,726621.486,0,IG05/12,Yes,667.128,9259.18,,0,,BYLAYER,,12201-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,8,228201.915,726472.772,0,IG05/12,Yes,667.128,9259.18,,0,,BYLAYER,,12201-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,8,228236.936,726377.99,0,IG05/12,Yes,667.128,9259.18,,0,,BYLAYER,,12201-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
