Layer,EntityType,GeometryType,VertexIndex,VertexCount,X,Y,Z,CoordinateSystem,IsClosed,Length_m,Area_sqm,Radius,Bulge,Rotation,Color,Notes,SourceFile,SourceFolder
M1200,LWPOLYLINE,Polygon,15,25,224827.889,718060.523,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,16,25,224828.131,718060.287,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,17,25,224828.369,718060.046,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,18,25,224828.6,718059.8,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,19,25,224828.827,718059.549,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,20,25,224829.048,718059.293,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,21,25,224829.263,718059.032,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,22,25,224829.472,718058.766,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,23,25,224829.675,718058.496,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,24,25,224865.049,718007.734,0,IG05/12,Yes,527.467,9029.85,,0,,BYLAYER,,12664-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,11,213836.28,775364.745,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,11,213844.154,775331.57,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,11,213827.902,775328.547,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,11,213821.366,775327.159,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,11,213817.755,775326.392,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,11,213816.273,775325.995,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,11,213803.97,775364.6,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,11,213813.65,775371.994,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,11,213830.123,775373.824,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,9,11,213834.219,775374.279,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,10,11,213836.28,775364.745,0,IG05/12,Yes,145.684,1324.56,,0,,BYLAYER,,12718-19017-65-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,4,228055.017,723468.675,0,IG05/12,Yes,142.001,1217.77,,0,,BYLAYER,,12719-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,4,228079.874,723461.762,0,IG05/12,Yes,142.001,1217.77,,0,,BYLAYER,,12719-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,4,228097.427,723495.385,0,IG05/12,Yes,142.001,1217.77,,0,,BYLAYER,,12719-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,4,228066.877,723511.005,0,IG05/12,Yes,142.001,1217.77,,0,,BYLAYER,,12719-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,5,230743.515,726320.984,0,IG05/12,Yes,121.689,912.44,,-0.07305,,BYLAYER,,12731-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,5,230743.471,726296.834,0,IG05/12,Yes,121.689,912.44,,0,,BYLAYER,,12731-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,5,230775.469,726292.812,0,IG05/12,Yes,121.689,912.44,,0,,BYLAYER,,12731-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,5,230776.446,726309.634,0,IG05/12,Yes,121.689,912.44,,0,,BYLAYER,,12731-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,5,230777.288,726324.13,0,IG05/12,Yes,121.689,912.44,,0,,BYLAYER,,12731-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,7,210167.88,730261.02,0,IG05/12,Yes,262.985,2507.43,,0,,BYLAYER,,12745-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,7,210131.383,730158.949,0,IG05/12,Yes,262.985,2507.43,,0,,BYLAYER,,12745-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,7,210115.891,730164.541,0,IG05/12,Yes,262.985,2507.43,,0,,BYLAYER,,12745-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,7,210109.524,730166.839,0,IG05/12,Yes,262.985,2507.43,,0,,BYLAYER,,12745-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,7,210146.17,730268.75,0,IG05/12,Yes,262.985,2507.43,,0,,BYLAYER,,12745-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,7,210152.84,730266.37,0,IG05/12,Yes,262.985,2507.43,,0,,BYLAYER,,12745-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,7,210167.88,730261.02,0,IG05/12,Yes,262.985,2507.43,,0,,BYLAYER,,12745-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,7,239614.026,740261.853,0,IG05/12,Yes,1375.996,26382.26,,0,,BYLAYER,,12842-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,7,239645.357,740288.68,0,IG05/12,Yes,1375.996,26382.26,,0,,BYLAYER,,12842-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,7,239888.735,739799.421,0,IG05/12,Yes,1375.996,26382.26,,0,,BYLAYER,,12842-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,7,239952.405,739726.048,0,IG05/12,Yes,1375.996,26382.26,,0,,BYLAYER,,12842-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,7,239918.181,739695.608,0,IG05/12,Yes,1375.996,26382.26,,0,,BYLAYER,,12842-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,7,239869.728,739747.819,0,IG05/12,Yes,1375.996,26382.26,,0,,BYLAYER,,12842-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,7,239614.026,740261.853,0,IG05/12,Yes,1375.996,26382.26,,0,,BYLAYER,,12842-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,8,206242.7,726346.57,0,IG05/12,Yes,365.168,4171.71,,0,,BYLAYER,,12853-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,8,206251.06,726369.89,0,IG05/12,Yes,365.168,4171.71,,0,,BYLAYER,,12853-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,8,206252.86,726374.9,0,IG05/12,Yes,365.168,4171.71,,0,,BYLAYER,,12853-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,8,206316,726369.49,0,IG05/12,Yes,365.168,4171.71,,0,,BYLAYER,,12853-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,8,206314.77,726366.59,0,IG05/12,Yes,365.168,4171.71,,0,,BYLAYER,,12853-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,8,206404.36,726358.92,0,IG05/12,Yes,365.168,4171.71,,0,,BYLAYER,,12853-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,8,206392.85,726333.49,0,IG05/12,Yes,365.168,4171.71,,0,,BYLAYER,,12853-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,8,206242.7,726346.57,0,IG05/12,Yes,365.168,4171.71,,0,,BYLAYER,,12853-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,7,224956.69,717821.16,0,IG05/12,Yes,557.19,8882.04,,0,,BYLAYER,,12854-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,7,224944.99,717848.35,0,IG05/12,Yes,557.19,8882.04,,0,,BYLAYER,,12854-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,7,225079.57,718042.52,0,IG05/12,Yes,557.19,8882.04,,0,,BYLAYER,,12854-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,7,225095.09,718003.8,0,IG05/12,Yes,557.19,8882.04,,0,,BYLAYER,,12854-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,7,225097.12,718001.35,0,IG05/12,Yes,557.19,8882.04,,0,,BYLAYER,,12854-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,7,224964.249,717809.996,0,IG05/12,Yes,557.19,8882.04,,0,,BYLAYER,,12854-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,7,224956.69,717821.16,0,IG05/12,Yes,557.19,8882.04,,0,,BYLAYER,,12854-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,5,227347.951,724013.107,0,IG05/12,Yes,87.8,426.14,,0,,BYLAYER,,12862-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,5,227338.85,724025.03,0,IG05/12,Yes,87.8,426.14,,0,,BYLAYER,,12862-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,5,227359.928,724040.925,0,IG05/12,Yes,87.8,426.14,,0,,BYLAYER,,12862-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,5,227372.502,724032.034,0,IG05/12,Yes,87.8,426.14,,0,,BYLAYER,,12862-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,5,227347.951,724013.107,0,IG05/12,Yes,87.8,426.14,,0,,BYLAYER,,12862-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,10,215664.964,734306.809,0,IG05/12,Yes,93.741,312.76,,0,,BYLAYER,,12863-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,10,215645.183,734295.016,0,IG05/12,Yes,93.741,312.76,,0,,BYLAYER,,12863-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,10,215653.307,734281.283,0,IG05/12,Yes,93.741,312.76,,0,,BYLAYER,,12863-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,10,215657.359,734283.68,0,IG05/12,Yes,93.741,312.76,,0,,BYLAYER,,12863-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,10,215655.384,734287.079,0,IG05/12,Yes,93.741,312.76,,0,,BYLAYER,,12863-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,10,215661.143,734290.425,0,IG05/12,Yes,93.741,312.76,,0,,BYLAYER,,12863-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,10,215660.476,734291.573,0,IG05/12,Yes,93.741,312.76,,0,,BYLAYER,,12863-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,10,215667.216,734295.44,0,IG05/12,Yes,93.741,312.76,,0,,BYLAYER,,12863-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,10,215671.051,734288.753,0,IG05/12,Yes,93.741,312.76,,0,,BYLAYER,,12863-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,9,10,215674.484,734290.723,0,IG05/12,Yes,93.741,312.76,,0,,BYLAYER,,12863-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,0,12,226316.991,722730.239,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,1,12,226302.199,722731.981,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,2,12,226301.531,722726.257,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,3,12,226302.027,722726.199,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,4,12,226301.958,722725.603,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,5,12,226301.461,722725.661,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,6,12,226300.979,722721.54,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,7,12,226315.801,722719.829,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,8,12,226316.272,722723.952,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,9,12,226315.775,722724.009,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,10,12,226315.843,722724.605,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
M1200,LWPOLYLINE,Polygon,11,12,226316.34,722724.549,0,IG05/12,Yes,52.803,155.84,,0,,BYLAYER,,BNEAN-YD-SARA-RZ,D:\לימודים אקדמיים\מדידות וגיאודזיה\תשפ''ו\סמסטר ב' תשפ''ו\מתמטיקה במדידות\חילוץ מהיר
